Site_ID,Site_Name,Sample_Name,Field_Staff,Date,Time_Zone,Time_Arriving,Time_Leaving,Latitude,Longitude,GPS_Accuracy,Manta_Time_Turned_On,Manta_Start_Time,Manta_End_Time,Manta_Time_Turned_Off,Manta_SN,BaroTROLL_Time_Turned_On,BaroTROLL_Start_Time,BaroTroll_End_Time,BaroTroll_Time_Turned_Off,BaroTroll_SN,YSI_SN,Notes
T07,Yakima at Kiona,RC2_0006,Stephanie_Fulton; Lupita_Renteria,4/21/2021,PST,14:51:00,15:41:00,46.254243,-119.473552,16,14:53:00,15:04,15:38,15:39,03214653L,0:00:00,15:04:00,15:39,12:50:00,801493,15K100760,"No spectrolyzer data because battery died at Mabton site. Post-field (meta)data sheet corrections (by S. Fulton): 1) Time zone manually recorded incorrectly in the field on the (meta)data sheet as ""PST"" when it was actually PDT; therefore all time stamps were manually recorded incorrectly in PDT with very few exceptions (see #6; below). The time zone on the (meta)data sheet has been manually corrected to ""PDT"" and time stamps left ""as is;"" but the time zone and all time stamps on this (meta)data sheet were correctly digitized in the Google Form in PST. 2) Photograph time stamps are in PDT. 3) Did not collect Ultrameter TDS data. 4) MiniDOT sensors were used to collect DO data instead of the YSI. As of 2021/06/14; the data was not entered in the Google Form due to the lack of data fields for the miniDOT. No YSI data available 2021/04/21. 5) Manta logging was manually turned on and off upon arrival and departure from the site; respectively. On May 24; 2021; RC-2 discovered that the time stamps are wrong in log file ""2021-04-20_to 2021-04-21_MANTA_4653L.LOG"": the time stamps are one (1) hour ahead of PST. All Manta time stamps recorded manually on the (meta)data sheet in the field were digitized correctly in PST in the Google Form. 6) BaroTROLL was programmed to log data in 12-hr time from 08:00 AM PST on 2021/04/20 to 8:00 PM PST on 2021/04/21 (36 hrs). “Time turned on” was correctly manually recorded in PST in the field on the (meta)data sheet; but “Time started” and “Time done” were incorrectly recorded manually in PDT. “Time turned off” was not recorded. The “Time started” and “Time done” time stamps were digitized correctly in PST in the Google Form. The missing “Time turned off” time stamp was determined from the log file; converted to 24-hr time; and correctly digitized in PST on the Google Form. However; on June 1; 2021; RC-2 discovered that logging had been started manually in error. As a result; the logged data only covers the 36-hr time frame from 12:50 AM PST (0:50 in 24-hr time) on 2021/04/20 to 12:50 PM PST on 2021/04/21; which doesn’t cover the entire sampling event on 2021/04/21. Also; due to the lack of a date field for “Time turned on” and “Time turned off” time stamps; 12:00 AM on 2021/04/21 was used as the “Time turned on” time stamp; converted to 24-hr time; and correctly digitized in the Google Form."
T02,Yakima at Mabton,RC2_0049,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,7:48:00,8:35:00,46.232034,-120.000276,17,7:36:00,8:00,8:29,18:25,03214659L,7:30:00,7:48:00,8:26,21:00:00,801493,15K100760,"Had to restart spectrolyzer - ""sensor not connected."" Water very still near bank where samples collected. 1st deployment of new collar and pin tripod arm. Note: vial # sequence out of order since we sampled Mabton 1st. "
T06,American River,RC2_0050,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,10:40:00,11:24:00,46.977732,-121.168455,15,7:36:00,10:46,11:11,18:25,03214659L,7:30:00,10:41:00,11:07,21:00:00,801493,15K100760,"Manta deployed alone ~6' from the bank; YSI and spectrolyzer deployed from the bank. Clear; running fast; but less discharge than last week. Had to restart spectrolyzer again (not connected)-->and then a second time when we touched the screen. Not sure why spectrolyzer keeps disconnecting but may be because we're waking the screen up too close to the ""Digital Input"" and ""Iselyzer"" icons so computer stops measuring and goes looking for another probe? Note: vial IDs are off by one number from the ususal sequence since Mabton sampled first due to heat/low discharge. "
T05P,Little Naches at Nile,RC2_0051,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,11:39:00,12:12:00,46.989174,-121.098598,17,7:36:00,11:48,12:11,18:25,03214659L,7:30:00,11:42:00,12:09,21:00:00,801493,15K100760,"(Steph) Fell in while deploying Manta so not sure of ""Time in water."" River running clear and ~25' wide; max 4-4.5' deep. Clear; sunny; and warm. Forgot barotroll at site but went back to retrieve it after Naches. Note: vial IDs are off by one number from the ususal sequence since Mabton sampled first due to heat/low discharge. "
T41,Naches River Craig Road 1,RC2_0052,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,13:04:00,13:35:00,46.728816,-120.713707,14,7:36:00,13:06,13:30,18:25,03214659L,-9999,-9999,-9999,-9999,801493,15K100760,Forgot barotroll at Little Naches (hence no data) - headed back to get it when we leave Naches. Note: vial IDs are off by one number from the ususal sequence since Mabton sampled first due to heat/low discharge. 
T03,Yakima at Union Gap,RC2_0053,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,15:40:00,16:20:00,46.530807,-120.47037,16,7:36:00,15:51,16:18,18:25,03214659L,7:30:00,15:41:00,16:17,21:00:00,801493,15K100760,Took a while to deploy Manta on tripod in swift current; YSI and spectrolyzer deployed directly from boat ramp. Note: vial IDs are off by one number from the ususal sequence since Mabton sampled first due to heat/low discharge. 
T07,Yakima at Kiona,RC2_0054,Stephanie_Fulton; Lupita_Renteria,6/17/2021,PST,17:45:00,18:25:00,46.254432,-119.473571,17,7:36:00,18:00,18:20,18:25,03214659L,7:30:00,17:47:00,18:22,21:00:00,801493,15K100760,Deployed Manta directly from bank immediately upstream of sampling location due to steep; soft bank. Sensors were submerged in deeper water where bank drops suddenly. Note: vial IDs are off by one number from the usual sequence since Mabton sampled first due to heat/low discharge. 
T06,American River,RC2_0055,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,14:54:00,15:25:00,46.977753,-121.168393,14,7:15:00,14:55,15:20,15:22,03214659L,7:00:00,14:55:00,15:18,21:00:00,801493,15K100760,River relatively low; channel narrowed to ~25' width; rapids still run through middle of the channel.
T05P,Little Naches at Nile,RC2_0056,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,14:03:00,14:34:00,46.989095,-121.098612,18,7:15:00,14:06,14:32,15:22,03214659L,7:00:00,14:07:00,14:34,21:00:00,801493,15K100760,River has receded substantially! Channel currently only 15-20' wide in most places. Temps have tripled since sampling began in April 2021.
T42,Naches River Craig Road 2,RC2_0057,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,12:30:00,13:07:00,46.728796,-120.713834,16,7:15:00,12:35,13:05,15:22,03214659L,7:00:00,12:40:00,13:05,21:00:00,801493,15K100760,Moved upstream ~75' due to fishermen.
T03,Yakima at Union Gap,RC2_0058,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,11:02:00,11:46:00,46.530809,-120.470342,16,7:15:00,11:14,11:37,15:22,03214659L,7:00:00,11:05:00,11:38,21:00:00,801493,15K100760,YSI and spec deployed from boat ramp; Manta on tripod.
T02,Yakima at Mabton,RC2_0059,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,9:00:00,9:47:00,46.232055,-120.000259,18,7:15:00,9:16,9:40,15:22,03214659L,7:00:00,9:16:00,9:40,21:00:00,801493,15K100760,Water level ~2.5-3' below bank w/ submerged aquatic veg exposed. Very slow moving. Sampled along mud bank just upstream of boat ramp.
T07,Yakima at Kiona,RC2_0060,Stephanie_Fulton; Lupita_Renteria,6/24/2021,PST,6:50:00,7:51:00,46.255324,-119.474088,16,7:15:00,7:20,7:45,15:22,03214659L,7:00:00,7:08:00,7:51,21:00:00,801493,15K100760,Sampled at north corner of park parking lot. Water about 2-3' deep near bank and warm.
T06,American River,RC2_0061,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,14:19:00,14:56:00,46.977699,-121.168472,15,6:59:00,14:23,14:52,14:54,03214659L,6:00:00,14:25:00,14:55,21:00:00,801493,15K100760,River very low. Lowest we have seen it so far. *No manta data - batteries died.
T05P,Little Naches at Nile,RC2_0062,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,13:22:00,14:03:00,46.98915,-121.098599,17,6:59:00,13:27,14:02,14:54,03214659L,6:00:00,13:27:00,13:56,21:00:00,801493,15K100760,*No manta data - batteries died. **Amended to 16.83 degrees C according to Lupita on 7/26/21. 
T42,Naches River Craig Road 2,RC2_0063,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,11:54:00,12:32:00,46.728806,-120.71369,16,6:59:00,11:57,12:20,14:54,03214659L,6:00:00,11:59:00,12:31,21:00:00,801493,15K100760,River very shallow all the way across ~1.5-2' deep max (maybe; can't see thalweg clearly). No manta data - batteries died.
T03,Yakima at Union Gap,RC2_0064,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,10:37:00,11:07:00,46.530848,-120.47037,16,6:59:00,10:39,11:06,14:54,03214659L,6:00:00,10:56:00,11:06,21:00:00,801493,15K100760,Manta deployed freely off left side of boat ramp in ~3' of water. YSI and spec deployed shallower ~1.5' to 1' respectively. No manta data - batteries died.
T02,Yakima at Mabton,RC2_0065,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,8:46:00,9:30:00,46.232045,-119.999891,16,6:59:00,8:58,9:25,14:54,03214659L,6:00:00,9:02:00,9:29,21:00:00,801493,15K100760,Sampled from boat ramp due to extremely low water level and exposed SAV. *No manta data - batteries died. 
T07,Yakima at Kiona,RC2_0066,Stephanie_Fulton; Lupita_Renteria,7/8/2021,PST,6:57:00,7:55:00,46.255311,-119.474134,16,6:59:00,7:02,7:51,14:54,03214659L,6:00:00,7:00:00,7:49,21:00:00,801493,15K100760,"River ~2' lower than last sampling event. Manta deployed ~15' from bank. YSI and spec deployed from bank. Replaced batteries (2 ""C"" batteries) in YSI. *No manta data - batteries died. **Was written as 13.48 but amended to 3.48. Not certain this value is correct b/c Mabton measured 2.65 TOC and would generally expect Kiona to be lower than Mabton based on previous sampling data."
T06,American River,RC2_0067,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,13:53:00,14:25:00,46.977707,-121.168435,15,7:00:00,14:02,14:14,14:19,03214659L,6:00:00,13:59:00,14:14,21:00:00,801493,15K100760,Partly shaded; slightly breezy; low turbidity; low stage.
T05P,Little Naches at Nile,RC2_0068,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,13:15:00,13:35:00,46.989151,-121.09868,14,7:00:00,13:19,13:33,14:19,03214659L,6:00:00,13:17:00,13:33,22:00:00,801493,15K100760,Partly shaded; windy; low turbidity; same stage conditions as previous week.
T42,Naches River Craig Road 2,RC2_0069,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,11:59:00,12:25:00,46.728834,-120.713673,16,7:00:00,12:05,12:23,14:19,03214659L,6:00:00,12:02:00,12:23,22:00:00,801493,15K100760,Sunny; windy; low turbidity
T03,Yakima at Union Gap,RC2_0070,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,10:03:00,10:35:00,46.53085,-120.470369,17,7:00:00,10:17,10:29,14:19,03214659L,6:00:00,10:14:00,10:32,22:00:00,801493,15K100760,Sampled from boat launch. Sunny/partly shaded where sampling took place. Similar stage conditions to week before. No wind.
T02,Yakima at Mabton,RC2_0071,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,8:17:00,9:05:00,46.232062,-119.999966,18,7:00:00,8:45,8:55,14:19,03214659L,6:00:00,8:23:00,9:03,22:00:00,801493,15K100760,Sampled from the boat launch. Sunny; slight wind; a lot of algae.
T07,Yakima at Kiona,RC2_0072,Lupita_Renteria; Aaron_Pelly; Sophia McKever,7/15/2021,PST,7:00:00,7:34:00,46.255322,-119.474027,16,7:00:00,7:08,7:27,14:19,03214659L,6:00:00,7:15:00,7:30,22:00:00,801493,15K100760,No wind; sunny; stage higher than last time.
T06,American River,RC2_0078,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,14:35:00,15:08:00,46.977658,-121.168385,16,7:29:00,14:41,15:04,15:09,03214659L,6:00:00,14:38:00,15:05,22:00:00,801493,15K100760,N/A
T05P,Little Naches at Nile,RC2_0077,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,13:48:00,14:17:00,46.989168,-121.098526,15,7:29:00,13:55,14:12,15:09,03214659L,6:00:00,13:48:00,14:17,22:00:00,801493,15K100760,N/A
T42,Naches River Craig Road 2,RC2_0076,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,12:00:00,12:50:00,46.728824,-120.713678,18,7:29:00,12:04,12:49,15:09,03214659L,6:00:00,12:11:00,12:40,22:00:00,801493,15K100760,N/A
T03,Yakima at Union Gap,RC2_0075,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,10:43:00,11:24:00,46.530851,-120.470339,17,7:29:00,10:55,11:24,15:09,03214659L,6:00:00,11:02:00,11:24,22:00:00,801493,15K100760,"Tested Manta data values using Steph's laptop. Turbidity values collected 7/15/21 (RC2) and 7/19/21 (RC3) were all negative. Manta turbidity sensor was recalibrated on 7/21/21 and values appear to be ok now.
Had to replace YSI batteries. They had previously been changed 7/8/21."
T02,Yakima at Mabton,RC2_0074,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,8:55:00,9:33:00,46.232057,-119.999929,14,7:29:00,9:09,9:31,15:09,03214659L,6:00:00,9:13:00,9:33,22:00:00,801493,15K100760,Deployed from boat launch. All sensors deployed from tripod located on boat ramp.
T07,Yakima at Kiona,RC2_0073,Stephanie_Fulton; Lupita_Renteria,7/22/2021,PST,7:25:00,8:12:00,46.255314,-119.474087,17,7:29:00,7:40,8:01,15:07,03214659L,6:00:00,7:34:00,8:12,22:00:00,801493,15K100760,Spectrolyzer water blank in: 7:34; out: 7:43
T06,American River,RC2_0079,Stephanie_Fulton; Lupita_Renteria; Sopha McKever,7/29/2021,PST,13:22:00,13:55:00,46.977637,-121.16833,17,6:59:00,13:27,13:46,13:49,03214659L,6:00:00,13:29:00,13:45,22:00:00,801493,15K100760,DO start: 14:00; DO end: 16:30
T05P,Little Naches at Nile,RC2_0080,Stephanie_Fulton; Lupita_Renteria; Sophia McKever,7/29/2021,PST,12:37:00,13:05:00,46.989214,-121.098819,16,6:59:00,12:41,12:59,13:49,03214659L,6:00:00,12:42:00,13:00,22:00:00,801493,15K100760,DO start: 12:42; DO end: 13:52
T42,Naches River Craig Road 2,RC2_0081,Stephanie_Fulton; Lupita_Renteria; Sophia McKever,7/29/2021,PST,11:12:00,11:42:00,46.728825,-120.713676,16,6:59:00,11:14,11:40,13:49,03214659L,6:00:00,11:14:00,11:38,22:00:00,801493,15K100760,DO start: 11:16; DO stop: 12:34
T03,Yakima at Union Gap,RC2_0082,Stephanie_Fulton; Lupita_Renteria; Sophia McKever,7/29/2021,PST,10:00:00,10:30:00,46.530833,-120.470356,16,6:59:00,10:04,10:24,13:49,03214659L,6:00:00,10:05:00,10:27,22:00:00,801493,15K100760,YSI DO probe screw cap cracked and 4-pin connector came unplugged at Mabton. (Lupita) Put back together during drive to Union Gap. DO start: 10:08; DO end: N/A
T02,Yakima at Mabton,RC2_0083,Stephanie_Fulton; Lupita_Renteria; Sophia McKever,7/29/2021,PST,8:19:00,8:46:00,46.232086,-119.999936,15,6:59:00,8:23,8:44,13:49,03214659L,6:00:00,8:25:00,8:44,22:00:00,801493,15K100760,DO start: 8:26; DO end: 9:31
T07,Yakima at Kiona,RC2_0084,Stephanie_Fulton; Lupita_Renteria; Sophia McKever,7/29/2021,PST,6:55:00,7:40:00,46.255318,-119.474051,17,6:59:00,7:03,7:36,13:49,03214659L,6:00:00,6:55:00,7:39,22:00:00,801493,15K100760,Blank start: 6:58; Blank end: 7:09; DO time start: 7:01; DO time end: 8:22
T06,American River,RC2_0085,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,14:10:00,14:50:00,46.977644,-121.168439,35,7:21:00,14:15,14:37,14:40,03214656L,6:00:00,14:11:00,14:43,22:00:00,801493,15K100760,YSI; spectrolyzer; and manta all deployed ~4-7' from shore below riffle in ~1-2' of water. Channel continues to narrow and become more shallow. Some ash still falling but not too bad near the river nor as bad as at Little Naches. Photos and GPS locations taken with Sophia's cell phone (SF forgot phone at gas station).
T05P,Little Naches at Nile,RC2_0086,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,13:18:00,13:56:00,46.989136,-121.098636,35,7:21:00,13:23,13:48,14:40,03214656L,6:00:00,13:23:00,13:52,22:00:00,801493,15K100760,"13:34 - went to take ""values"" with spectrolyzer and computer said ""waiting"" so let let spec run another 8.5 minutes. Heavy ash fall - tried to sheild vials while sampling (A. Pelly). Photos and GPS locations taken with Sophia's cell phone (SF forgot phone at gas station)."
T42,Naches River Craig Road 2,RC2_0087,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,11:35:00,12:15:00,46.728785,-120.713629,16,7:21:00,11:43,12:04,14:40,03214656L,6:00:00,11:47:00,12:05,22:00:00,801493,15K100760,"Spectrolyzer clock says ""11:45"" but watches/phones say ""11:48."" River has risen ~1 ft since last week. Slightly turbid; shallow; and swift. All sensors deployed on riverbed 6-10' from shore."
T03,Yakima at Union Gap,RC2_0088,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,10:24:00,10:59:00,46.530807,-120.470305,16,7:21:00,10:31,10:53,14:40,03214656L,6:00:00,10:29:00,10:54,22:00:00,801493,15K100760,Smoky; hazy; and 95 degrees F. River is relatively high; clear; and flowing switfly. Deployed sensors directly on boat ramp (YSI; Manta; and spectrolyzer)
T02,Yakima at Mabton,RC2_0089,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,8:45:00,9:36:00,46.23215,-119.999836,16,7:21:00,8:57,9:21,14:40,03214656L,6:00:00,8:47:00,9:36,22:00:00,801493,15K100760,Stagnant; smoky air; hot and 88 degrees F. River remains high and moving slowly. Less turbidity than last week.
T07,Yakima at Kiona,RC2_0090,Stephanie_Fulton; Aaron_Pelly; Sophia McKever,8/12/2021,PST,7:10:00,7:57:00,46.255308,-119.474112,16,7:21:00,7:22,7:52,14:40,03214656L,6:00:00,7:15:00,7:52,22:00:00,801493,15K100760,Spectrolyzer blank: start: 7:18 PST; stop: 7:27 PST; NO3-N: 0.13 mg/L; TOC: 0.61 mg/L; DOC: 0.32 mg/L; Temp: 25.16 degrees C; Raw PM2.5 ug/m^3 = 155 in Benton City (from purpleair.com). NOTE: new Manta (4656L) in use today. Don't feel good about previous turbidity values using 4659L. 
T06,American River,-9999,Stephanie_Fulton; Lupita_Renteria,8/6/2021,PST,12:44:00,14:20:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,12:45:00,14:18,22:00:00,801493,15K100760,Ignore Manta and YSI serial numbers; fields are required to be entered but no sensors were used besides the barotroll and miniDOTs. Turn sheet over for miniDOT start/stop times. American DO test All [minidot tests] started at 13:13; ended at 14:13. minidot 1 (SN: 942543) [turned] on at 8:03; [turned] off at 14:16. minidot 2 (SN: 451450) [turned] on at 8:03; [turned] off at 14:17. minidot 3 (SN: 784311) [turned] on at 8:03; [turned] off at 14:16. Equilibration started: 12:50 
T05P,Little Naches at Nile,-9999,Stephanie_Fulton; Lupita_Renteria,8/6/2021,PST,10:48:00,12:22:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,10:49:00,12:21,22:00:00,801493,15K100760,Ignore Manta and YSI serial numbers; fields are required to be entered but no sensors were used besides the barotroll and miniDOTs. *Turn sheet over for miniDOT start/stop times. NOTE: minidot 1 (SN 255981) from Naches 4-chamber metabolism test was turned off at Little Naches. See metadata sheet from Naches for all other data. Little Naches near Nile DO test; Equilibration started: 10:53; minidot 1 (SN: 942543); minidot 2 (SN: 451450); minidot 3 (SN: 784311). All [tests] started at 11:19; ended at 12:19. *minidot 4 (SN 255981); ended: 11:05 (from Naches river metabolism 4-chamber test; see Naches metadata sheet for all other data.
T42,Naches River Craig Road 2,-9999,Stephanie_Fulton; Lupita_Renteria,8/6/2021,PST,8:15:00,9:52:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,8:23:00,9:48,22:00:00,801493,15K100760,Ignore Manta serial number; fields are required to be entered; but no sensors were used besides the YSI (1x); barotroll and miniDOTs. *Turn sheet over for miniDOT start/stop times. NOTE: minidot 1 (SN 255981) turned off at Little Naches. See Little Naches metadata sheet for actual recorded time (i.e.; 11:05). Naches Craig Road 2 DO test: start for all of them [i.e.; the tests]: 8:47; end for all of them [i.e.; the tests]: 9:48. minidot 1 (SN: 255981) [turned] on at 8:02; shaken/saturated (turned off at Little Naches; see metadata sheet for stop time). minidot 2 (SN: 942543) [turned] on at 8:03. minidot 3 (SN: 451450) [turned] on at 8:03 shaken/saturated. minidot 4 (SN: 784311) [turned] on at 8:03; equilibration started: 8:21.
T03,Yakima at Union Gap,-9999,Stephanie_Fulton; Lupita_Renteria,8/5/2021,PST,12:50:00,14:35:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,12:50:00,14:30,22:00:00,801493,15K100760,"Ignore Manta serial number; field is required; but the Manta was not deployed. *Turn sheet over for miniDOT start/stop times. 1) Two chambers shaken/saturated: a) 255981 and b) 451450. 2) Two chambers filled/capped using standard protocol: a) 784311 and b) 942543. Union Gap DO test. Barotroll (SN801493) start: 12:50; end: 14:30. All [tests] started at 13:25; ended at 14:25. minidot 1 (SN: 784311) [turned] off at 14:30. minidot 2 (SN: 255981); shaken/saturated; [turned] off at 14:30. minidot 3 (SN: 942543) [turned] off at 14:28. minidot 4 (SN: 451450); shaken/saturated; [turned] off at 14:29; equilibration started: 13:00.
"
T02,Yakima at Mabton,-9999,Stephanie_Fulton; Lupita_Renteria,8/5/2021,PST,10:10:00,11:43:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,10:10:00,11:43,22:00:00,801493,15K100760,Ignore Manta serial number; field is required; but the Manta was not deployed. *Turn sheet over for miniDOT start/stop times. Mabton DO test. All [tests] started at 10:41; ended at 11:41. minidot 1 (SN: 784311) [turned] on [start time not recorded]. minidot 2 (SN: 255981) [turned] on [start time not recorded]. minidot 3 (SN: 924543) [turned] on [start time not recorded]; equilibration started: 10:15. Placed umbrella over cooler.
T07,Yakima at Kiona,-9999,Stephanie_Fulton; Lupita_Renteria,8/5/2021,PST,7:04:00,9:07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,03214659L,6:00:00,7:18:00,9:05,22:00:00,801493,15K100760,Ignore Manta and YSI serial numbers; fields are required; but neither sensor was deployed. *Turn sheet over for miniDOT start/stop times. 1) Two chambers shaken/saturated: a) 255981 and b) 451450. 2) Two chambers filled/capped according to standard protocol: a) 784311 and b) 942543. 8/5/21 SF/LR Kiona DO test. Barotroll start: 7:18; end: 9:05 (SN 801493). [Test] start [time] for all of them [minidots]: 8:00. [Test] end [time] for all of them [minidots]: 9:00. minidot 1 (SN: 784311) [turned] on at 7:18. minidot 2 (SN: 255981); shaken/saturated; [turned] on at 7:19. minidot 3 (SN: 942543) [turned] on at 7:19. minidot 4 (SN: 451450); shaken/saturated; [turned] on at 7:20; equilibration started: 7:27. Flushed with water every 7.5 minutes for equilibrium [equilibration]. Notes: [Add to the protocol to] check minidot SN [inside housing] when turned on.
T07,Yakima at Kiona,RC2_0096,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,7:05:00,7:57:00,46.255256,-119.47413,16,7:13:00,7:14,7:54,15:30,03214656L,6:00:00,7:20:00,7:57,21:00:00,801493,15K100760,*Spectrolyzer blank start: 7:07. NO3: 0.24; TOC: 1.01; DOC: 0.49; Temp: 21.00; Blank time stop: 7:24. NOTE: the blank filename is incorrect-->currently labeled as coldcreek (an RC3 site) plus not in folder with today's date. New YSI data (L/N #180327JEN601023 EcoSense ODO200M): Sample #1; Time: 7:37; Temp: 21.8; DO %: 82.9; DO mg/L: 5.93. Sample #2: Time: 7:50; Temp: 21.9; DO %: 85.5; DO mg/L: 6.11. NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? General site notes: sunny; cook; 66 degrees F; few clouds and slight smoky haze. Water level has risen ~1 ft since last week + greater turbidity.
T02,Yakima at Mabton,RC2_0095,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,8:40:00,9:25:00,46.232098,-119.999924,16,7:13:00,8:53,9:19,15:30,03214656L,6:00:00,8:52:00,9:25,21:00:00,801493,15K100760,Sunny; few clouds; slight haze and 70 degrees F. River level has risen ~1 ft since last week and seems less turbid and more exposed SAV. *Spectrolyzer filename is wrong and needs to be changed (currently labeled as Kiona; but later time than true Kiona file. Plus; file is not in folder with today's date. New YSI data (L/N #180327JEN601023 EcoSense ODO200M). Sample #1: Time: 9:08; Temp: 21.2; DO %: 86.1; DO mg/L: 6.24. Sample #2: Time: 9:20; Temp: 21.3; DO %: 86.7; DO mg/L:  6.26. NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? 
T03,Yakima at Union Gap,RC2_0094,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,10:55:00,11:31:00,46.53084,-120.47032,16,7:13:00,11:06,11:27,15:30,03214656L,6:00:00,11:09:00,11:30,21:00:00,801493,15K100760,"Sensors deployed on boat ramp (both YSIs; Manta; and spectrolyzer) at depths ranging from ~2.5 - 3 ft (YSIs/spec) to ~4 ft (Manta). River stage is slightly higher than last week; quite swift; and cold. New YSI data (L/N #80327JEN601023 EcoSense ODO200M). Sample #1: Time: 11:15; Temp: 18.3; DO %: 112.1; DO mg/L: 8.56. Sample #2: Time: 11:27; Temp: 18.4; DO %: 112.7; DO mg/L: 8.58. NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)? *Fixed spectrolyzer file names for blank and Mabton (still not perfect but identifiable at least).
"
T42,Naches River Craig Road 2,RC2_0093,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,12:10:00,12:49:00,46.728928,-120.71341,16,7:13:00,12:23,12:42,15:30,03214656L,6:00:00,12:27:00,12:49,21:00:00,801493,15K100760,"Still relatively cool (80 degrees F) with a moderate down-canyon breeze; few clouds.
Large smoke plume up-canyon towards Little Naches/American River.
River has expanded slightly into side channel as level rose. Water appears greenish but clear.
New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 12:27
Temp: 16.3
DO %: 103.7
DO mg/L: 8.22
Sample #2 
Time: 12:40
Temp: 16.4
DO %: 104.0
DO mg/L: 8.23
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)?
"
T05P,Little Naches at Nile,RC2_0092,Stephanie_Fulton; Sophia McKever,8/18/2021,PST,13:55:00,14:29:00,46.989195,-121.09878,33,7:13:00,14:01,14:21,15:30,03214656L,6:00:00,14:10:00,14:29,21:00:00,801493,15K100760,"*Need to check start time for spectrolyzer against the data. I recorded a conservative start time to to ensure min. amt. of data was recorded.
River is slightly (?) higher than last week? All the surrounding area is under a Level 3 evac order due to the Schneider Spring fire up Bumping River.
New YSI data (L/N #180327JEN601023 EcoSense ODO200M):
Sample #1 
Time: 14:12
Temp: 17.3
DO %: 97.3
DO mg/L: 7.57
Sample #2 
Time: 14:23
Temp: 17.4
DO %: 97.0
DO mg/L: 7.53
NOTE: I question the data accuracy due to the substantial differences between the old and new YSI measurements for DO mg/L. Is this an issue with either a temperature or barometric pressure correction (i.e.; does the new YSI correct for BP/temp?)?
"
